vessel_type,dwt,engine_power_kw,speed_knots,distance_nm,cargo_load_pct,weather_beaufort,draft_meters,fuel_type,fuel_consumption_tons,co2_emissions_tons,sox_emissions_tons,nox_emissions_tons,operational_cost_usd
Tanker,112619.11,26191.69,16.15,3380.83,56.4,4,13.18,LNG,680.15,1854.4,0.0,33.06,347079.88
Container,83601.78,34443.83,16.4,3412.52,75.88,2,14.45,Methanol,1267.96,1703.19,0.0,20.19,378486.68
Container,102388.84,36259.96,14.53,5111.71,86.83,4,14.73,Methanol,2592.48,3482.35,0.0,41.27,773855.27
Bulk Carrier,86746.36,24050.33,14.19,5225.15,91.02,5,13.98,Methanol,2158.43,2899.31,0.0,34.36,644290.7
Tanker,181408.03,43549.15,12.93,11123.51,99.81,4,15.42,LNG,6821.8,18599.36,0.0,331.54,3481164.48
Tanker,92722.71,22717.41,14.87,10828.89,46.09,4,12.79,Hydrogen,1766.4,0.0,0.0,0.0,7418872.92
Container,133135.21,27300.67,22.1,4988.53,85.63,4,13.67,Hydrogen,1141.74,0.0,0.0,0.0,4795319.27
Container,85636.73,43051.37,19.28,3644.96,89.14,5,15.11,VLSFO,1604.59,4776.23,32.89,296.05,789458.69
Container,109189.43,21359.84,22.89,6695.75,39.41,4,12.4,HFO,684.11,2128.61,55.0,137.51,233761.79
Bulk Carrier,33315.71,15997.05,12.96,4853.29,78.44,4,13.74,Methanol,1221.95,1641.38,0.0,19.45,364751.76
Container,98186.8,31052.77,16.84,1483.67,54.95,3,12.46,LNG,311.62,849.61,0.0,15.14,159018.57
Container,92878.88,33354.05,18.41,3572.11,32.48,8,11.13,Methanol,906.3,1217.38,0.0,14.43,270529.44
Tanker,94383.4,36912.22,15.4,5139.6,80.46,1,14.12,HFO,2028.43,6311.42,163.09,407.71,693114.27
Tanker,129463.39,26997.17,15.99,3560.6,73.99,5,13.55,Methanol,1129.19,1516.78,0.0,17.98,337063.32
Tanker,82319.43,42201.41,12.95,3513.74,53.67,4,12.97,VLSFO,1617.03,4813.26,33.15,298.34,795580.21
Bulk Carrier,69800.94,13820.23,12.56,5071.4,42.13,5,11.52,HFO,649.14,2019.8,52.19,130.48,221812.43
Bulk Carrier,55694.86,16982.99,12.44,4764.25,58.98,3,12.64,Methanol,984.49,1322.41,0.0,15.67,293869.76
Container,107289.04,40662.09,20.12,10610.53,63.8,4,12.91,Hydrogen,2964.17,0.0,0.0,0.0,12449518.08
Container,81657.73,51793.05,19.31,1434.48,77.34,4,13.24,LNG,566.18,1543.67,0.0,27.52,288921.6
Bulk Carrier,39239.0,12167.12,14.17,7186.85,32.79,3,11.25,Hydrogen,516.84,0.0,0.0,0.0,2170737.12
Bulk Carrier,93655.57,21414.26,13.81,6890.83,32.25,4,11.54,VLSFO,1037.99,3089.69,21.28,191.51,510692.89
Tanker,137514.24,42035.17,14.64,1523.67,72.84,4,13.22,HFO,714.21,2222.27,57.42,143.56,244047.27
Container,80576.45,34598.26,14.53,3668.19,34.77,4,11.37,Methanol,974.47,1308.95,0.0,15.51,290878.11
Container,116093.24,36757.17,15.5,1493.07,86.12,4,14.99,LNG,595.8,1624.41,0.0,28.96,304034.74
Bulk Carrier,90330.18,21338.01,12.67,5094.43,93.04,5,14.11,Ammonia,1754.92,0.0,0.0,32.64,816039.99
Container,52518.81,23227.4,21.1,3464.57,88.43,2,15.13,HFO,662.33,2060.82,53.25,133.13,226317.21
Tanker,163822.41,26207.44,15.16,7068.39,53.71,5,13.0,LNG,1485.3,4049.62,0.0,72.19,757950.42
Bulk Carrier,99438.64,10477.41,14.5,3542.04,32.89,4,11.36,Methanol,293.63,394.42,0.0,4.67,87649.56
Container,103952.41,50211.18,18.36,1534.35,95.86,1,14.92,Ammonia,719.66,0.0,0.0,13.39,334641.39
Bulk Carrier,84186.44,18279.49,13.63,7291.21,30.25,6,11.39,Hydrogen,904.78,0.0,0.0,0.0,3800057.5
Container,146353.26,38256.04,20.88,11096.85,65.02,2,13.65,Ammonia,2584.02,0.0,0.0,48.06,1201568.99
Tanker,105180.34,35040.8,13.0,3460.96,99.02,3,14.28,Hydrogen,1760.35,0.0,0.0,0.0,7393480.51
Tanker,153556.96,37172.44,12.61,3536.42,87.96,3,14.72,VLSFO,1851.24,5510.39,37.95,341.55,910808.76
Tanker,133136.92,28368.97,14.01,5203.73,40.57,4,11.54,Hydrogen,1045.47,0.0,0.0,0.0,4390975.72
Bulk Carrier,48266.1,13794.4,15.42,11469.75,50.33,5,12.7,Methanol,1511.74,2030.65,0.0,24.07,451255.15
Tanker,128308.97,18937.55,13.04,3417.15,64.16,4,12.79,HFO,717.83,2233.5,57.71,144.28,245281.4
Bulk Carrier,34344.5,9972.7,14.54,3471.84,34.29,4,12.02,Ammonia,228.29,0.0,0.0,4.25,106153.72
Container,101747.55,27766.58,17.48,1571.03,86.97,4,13.95,Ammonia,462.48,0.0,0.0,8.6,215054.64
Container,64140.31,24191.59,16.13,7161.4,98.08,5,14.35,VLSFO,2388.92,7110.86,48.97,440.76,1175348.67
Container,104167.52,42496.98,21.38,3451.23,99.33,3,15.4,HFO,1283.2,3992.64,103.17,257.92,438468.3
Bulk Carrier,50989.75,20459.82,13.71,3328.06,31.95,3,11.8,Methanol,525.05,705.28,0.0,8.36,156728.48
Container,66219.08,34935.79,19.12,4781.32,67.94,2,13.82,Hydrogen,1210.89,0.0,0.0,0.0,5085736.59
Container,53306.01,22902.71,19.37,10565.74,50.13,4,12.54,VLSFO,1612.86,4800.84,33.06,297.57,793527.79
Container,56933.8,49578.97,21.94,4902.64,92.12,5,14.85,Ammonia,2147.91,0.0,0.0,39.95,998775.93
Container,109132.2,21809.37,20.8,3538.15,31.41,8,11.37,Hydrogen,395.67,0.0,0.0,0.0,1661817.44
Tanker,81148.3,32951.46,13.75,11396.43,84.77,4,14.15,Ammonia,4642.4,0.0,0.0,86.35,2158714.63
Tanker,186234.64,40114.26,15.54,4863.08,77.94,1,14.31,Ammonia,1724.25,0.0,0.0,32.07,801775.26
Tanker,119835.7,35817.22,15.27,4915.65,41.19,3,12.46,Hydrogen,1169.17,0.0,0.0,0.0,4910507.1
Container,96469.17,21606.17,23.56,3472.4,76.64,2,13.45,LNG,450.4,1228.01,0.0,21.89,229840.63
Tanker,89504.1,20523.09,12.02,6712.01,71.93,3,13.76,Hydrogen,1649.52,0.0,0.0,0.0,6927996.52
Bulk Carrier,82851.95,22401.84,13.38,1525.24,77.48,6,14.51,Methanol,542.55,728.79,0.0,8.64,161952.24
Tanker,197156.6,25967.53,14.89,1513.29,79.47,6,14.04,HFO,502.01,1562.01,40.36,100.9,171538.46
Bulk Carrier,58689.94,17382.05,13.54,5138.06,62.32,3,13.13,LNG,848.87,2314.4,0.0,41.25,433177.02
Container,93462.69,28182.19,17.15,3336.85,65.34,3,13.05,LNG,685.55,1869.11,0.0,33.32,349833.96
Bulk Carrier,56136.04,16584.66,11.99,1498.29,82.35,6,14.57,Methanol,491.6,660.34,0.0,7.83,146741.27
Bulk Carrier,57771.27,13456.72,15.21,7068.27,53.02,4,12.56,Ammonia,808.2,0.0,0.0,15.03,375811.82
Tanker,108825.31,25059.19,16.18,1564.07,56.62,3,13.45,LNG,273.57,745.89,0.0,13.3,139604.33
Bulk Carrier,33983.46,16386.41,15.55,3586.88,56.08,5,12.19,Ammonia,543.53,0.0,0.0,10.11,252743.08
Tanker,186248.02,30440.65,14.34,10706.2,31.72,5,11.56,LNG,1993.15,5434.23,0.0,96.87,1017102.4
Tanker,149402.91,42931.57,15.39,3642.12,62.59,4,12.91,VLSFO,1502.69,4472.9,30.81,277.25,739321.77
Tanker,89484.52,37067.65,14.28,5231.91,75.4,2,13.77,HFO,2218.88,6903.99,178.4,445.99,758189.63
Tanker,145409.12,41620.27,14.08,6743.17,61.95,3,12.9,HFO,2848.02,8861.56,228.98,572.45,973169.24
Tanker,152242.92,17635.16,12.71,11000.53,30.09,5,11.33,Ammonia,1322.21,0.0,0.0,24.59,614825.87
Tanker,121119.78,20032.6,12.43,5223.58,36.98,3,11.63,Ammonia,782.36,0.0,0.0,14.55,363798.78
Tanker,139457.96,18793.52,13.7,1536.5,34.23,5,11.5,Methanol,239.6,321.84,0.0,3.81,71520.11
Container,137136.07,25423.61,14.55,1459.08,56.63,3,12.86,Ammonia,328.62,0.0,0.0,6.11,152806.92
Bulk Carrier,66161.72,8587.71,15.9,4795.89,91.68,1,15.3,LNG,406.2,1107.48,0.0,19.74,207282.6
Bulk Carrier,95774.07,16458.56,14.06,10996.15,41.33,2,12.27,Hydrogen,1205.77,0.0,0.0,0.0,5064237.95
Tanker,102802.41,18920.12,12.74,5005.94,76.8,2,13.96,HFO,1253.32,3899.68,100.77,251.92,428258.93
Bulk Carrier,70149.03,20921.67,12.89,1498.7,67.49,3,14.04,Ammonia,372.21,0.0,0.0,6.92,173079.38
Tanker,123847.36,41754.14,15.55,11206.4,73.26,4,14.17,Hydrogen,4590.87,0.0,0.0,0.0,19281642.53
Bulk Carrier,36031.91,18087.41,13.57,4786.6,46.05,2,11.85,Hydrogen,636.22,0.0,0.0,0.0,2672123.85
Bulk Carrier,83686.58,18365.06,11.41,7081.35,64.74,3,13.35,Methanol,1876.69,2520.86,0.0,29.88,560191.85
Container,145995.12,57552.18,14.34,10820.28,82.58,3,14.35,LNG,6618.1,18044.0,0.0,321.64,3377218.98
Bulk Carrier,88287.12,23840.19,14.98,3437.03,96.42,4,14.55,HFO,1044.39,3249.59,83.97,209.92,356867.18
Bulk Carrier,95219.02,8733.36,15.92,7290.08,60.39,4,13.31,Hydrogen,564.4,0.0,0.0,0.0,2370472.57
Bulk Carrier,78702.62,21733.46,12.47,5037.74,77.64,5,13.77,VLSFO,1736.26,5168.15,35.59,320.34,854239.84
Container,50957.79,26114.66,15.14,3382.85,92.93,1,14.9,LNG,901.63,2458.27,0.0,43.82,460103.82
Tanker,97813.38,29595.7,12.96,5181.28,66.17,4,13.08,VLSFO,1741.5,5183.74,35.7,321.31,856816.86
Bulk Carrier,72538.31,23372.31,14.25,10473.51,82.94,4,14.74,LNG,2743.57,7480.24,0.0,133.34,1400044.79
Container,121005.18,48590.09,20.22,10967.59,48.05,4,11.91,Methanol,3757.74,5047.58,0.0,59.82,1121685.21
Container,103184.25,59387.57,17.87,5118.75,59.7,5,12.51,VLSFO,2622.27,7805.46,53.76,483.81,1290157.94
Bulk Carrier,79739.28,17684.78,13.51,3432.35,44.59,5,12.25,HFO,575.74,1791.4,46.29,115.72,196729.65
Bulk Carrier,89359.78,8631.89,15.42,3485.3,82.89,4,14.78,LNG,316.5,862.93,0.0,15.38,161511.38
Bulk Carrier,60868.5,17927.61,14.58,1442.16,92.98,4,14.78,VLSFO,333.22,991.86,6.83,61.48,163943.96
Bulk Carrier,89419.73,16316.57,12.36,4864.58,43.71,5,12.58,Hydrogen,766.42,0.0,0.0,0.0,3218963.37
Container,91763.25,24476.59,22.49,1517.96,96.81,2,15.16,LNG,270.62,737.82,0.0,13.15,138094.97
Container,107548.85,20808.67,23.1,1441.99,55.29,3,13.1,Methanol,178.53,239.81,0.0,2.84,53290.27
Container,82178.99,49187.77,17.51,4852.26,91.29,4,14.78,Ammonia,2451.74,0.0,0.0,45.6,1140058.89
Container,122124.4,34570.76,21.24,7007.68,67.94,3,12.82,LNG,1495.4,4077.15,0.0,72.68,763103.61
Bulk Carrier,88030.61,21594.34,15.14,3669.89,75.72,5,13.92,Ammonia,908.9,0.0,0.0,16.91,422639.97
Bulk Carrier,85239.43,22084.36,11.13,6697.06,67.49,5,13.94,HFO,2250.97,7003.85,180.98,452.45,769156.66
Container,71429.09,48287.86,20.49,1535.89,73.61,4,13.88,HFO,624.25,1942.34,50.19,125.47,213306.3
Container,85009.31,45963.19,19.48,3596.5,78.94,4,13.96,HFO,1492.96,4645.33,120.03,300.09,510146.06
Container,146171.8,34711.91,20.3,3474.96,74.23,4,13.34,Hydrogen,942.87,0.0,0.0,0.0,3960036.67
Container,141309.28,32934.79,23.45,5203.92,72.76,4,14.09,LNG,1158.88,3159.65,0.0,56.32,591378.41
Tanker,140654.41,27293.42,14.62,3520.03,47.94,4,12.22,Methanol,888.52,1193.5,0.0,14.15,265222.99
Container,94032.81,30020.79,18.24,5152.04,40.05,2,11.53,Ammonia,844.82,0.0,0.0,15.71,392839.17
Bulk Carrier,50947.99,18293.96,13.91,4810.57,97.65,7,15.46,Ammonia,1481.99,0.0,0.0,27.57,689127.08
Bulk Carrier,83618.36,14734.03,13.15,1488.91,93.71,4,15.02,HFO,336.79,1047.91,27.08,67.69,115080.75
Tanker,114081.43,30155.87,15.91,7286.18,76.17,3,13.65,LNG,2022.66,5514.7,0.0,98.3,1032163.85
Tanker,197146.29,31855.6,14.98,3569.61,98.27,3,15.11,Ammonia,1454.85,0.0,0.0,27.06,676505.99
Tanker,100789.08,43209.27,13.46,1524.94,83.05,1,14.27,Methanol,864.89,1161.77,0.0,13.77,258170.53
Container,59647.18,30246.16,21.62,10951.17,91.16,4,14.6,HFO,3247.19,10103.57,261.07,652.69,1109565.06
Bulk Carrier,40866.28,13122.67,13.78,5105.55,48.72,5,12.6,HFO,672.43,2092.26,54.06,135.16,229770.04
Tanker,135727.74,29757.95,13.5,1532.21,76.76,5,14.1,Methanol,701.74,942.62,0.0,11.17,209470.11
Bulk Carrier,98853.76,13877.93,13.87,1444.7,84.1,3,13.74,Ammonia,241.82,0.0,0.0,4.5,112448.19
Container,95777.93,52985.86,16.06,4977.98,58.02,5,13.2,Ammonia,2331.73,0.0,0.0,43.37,1084253.33
Bulk Carrier,77654.62,18181.11,11.07,1491.1,40.69,2,12.43,Ammonia,225.43,0.0,0.0,4.19,104823.14
Container,76312.03,45374.97,22.85,1480.51,59.45,4,13.38,Ammonia,390.75,0.0,0.0,7.27,181698.76
Container,93612.19,57114.55,23.04,7269.18,76.43,2,13.96,HFO,2833.86,8817.5,227.84,569.61,968330.1
Tanker,108603.0,43188.24,14.68,7187.7,82.29,5,13.87,LNG,3509.28,9567.91,0.0,170.55,1790785.63
Container,72609.63,20735.57,14.78,1572.7,85.26,3,13.68,LNG,338.43,922.73,0.0,16.45,172702.95
Tanker,138420.58,35923.74,12.45,5114.35,96.1,5,15.1,Ammonia,3194.33,0.0,0.0,59.41,1485361.99
Bulk Carrier,45982.83,17777.94,15.08,6956.86,87.09,3,13.81,HFO,1485.64,4622.53,119.45,298.61,507642.46
Tanker,152331.97,29443.27,14.94,5111.06,30.47,4,11.64,LNG,840.76,2292.29,0.0,40.86,429038.47
Bulk Carrier,34668.75,8309.37,11.05,3421.5,91.78,2,15.22,HFO,500.72,1557.97,40.26,100.64,171094.79
Bulk Carrier,79351.77,23084.05,14.47,6969.24,90.63,4,14.33,Hydrogen,1895.04,0.0,0.0,0.0,7959181.13
Container,96436.53,28743.15,16.19,6773.95,95.31,5,15.28,Hydrogen,2469.04,0.0,0.0,0.0,10369958.84
Bulk Carrier,98186.68,8733.05,14.49,10462.8,59.55,5,12.58,Hydrogen,920.34,0.0,0.0,0.0,3865421.75
Tanker,178012.3,36670.76,15.01,5210.43,94.64,4,15.17,Ammonia,2277.41,0.0,0.0,42.36,1058995.78
Container,60356.16,46048.58,19.38,6750.63,93.05,3,14.77,VLSFO,3099.42,9225.73,63.54,571.84,1524913.89
Bulk Carrier,35822.55,22267.86,14.1,3504.01,42.25,8,12.0,Ammonia,763.17,0.0,0.0,14.2,354875.83
Container,116682.19,50233.41,14.7,3440.96,88.88,7,14.43,Ammonia,2635.5,0.0,0.0,49.02,1225506.05
Bulk Carrier,80681.87,20692.88,14.33,10794.23,86.41,3,14.2,Hydrogen,2855.45,0.0,0.0,0.0,11992892.79
Tanker,105916.53,27081.98,12.94,6690.29,33.67,4,11.88,LNG,1150.96,3138.05,0.0,55.94,587335.11
Container,142479.34,28808.38,22.16,5041.57,51.01,4,12.98,Hydrogen,821.19,0.0,0.0,0.0,3448983.49
Tanker,138366.59,15065.86,15.22,7134.26,55.1,4,12.19,Hydrogen,938.07,0.0,0.0,0.0,3939912.4
Bulk Carrier,41630.83,19389.52,12.17,3540.21,67.93,7,13.02,LNG,953.22,2598.91,0.0,46.33,486427.22
Tanker,136157.93,26199.67,16.6,11362.48,59.69,8,12.77,HFO,3556.79,11066.87,285.97,714.91,1215353.84
Tanker,152814.5,15880.44,14.78,1436.44,55.53,7,13.26,VLSFO,244.33,727.28,5.01,45.08,120211.03
Container,67603.85,53668.8,17.3,10632.61,65.7,3,12.95,HFO,4902.23,15253.18,394.14,985.35,1675091.05
Bulk Carrier,54104.67,21108.35,12.04,1559.16,59.32,5,12.73,Methanol,480.2,645.03,0.0,7.64,143339.09
Container,123324.35,51997.28,16.98,3341.74,79.65,1,13.32,Methanol,1722.57,2313.85,0.0,27.42,514188.33
Tanker,188151.85,39252.71,14.92,7195.92,31.15,1,11.71,Ammonia,1483.14,0.0,0.0,27.59,689660.61
Bulk Carrier,37696.74,19032.62,12.75,3627.57,98.86,3,14.27,Methanol,1189.8,1598.2,0.0,18.94,355155.67
Bulk Carrier,40396.44,21753.81,14.67,11211.29,52.15,4,12.85,Ammonia,2045.21,0.0,0.0,38.04,951024.93
Container,122527.46,25417.63,22.07,10551.69,36.48,5,11.93,VLSFO,1330.7,3960.97,27.28,245.51,654705.61
Tanker,86491.01,23411.8,16.91,7111.31,60.9,6,13.42,Methanol,1971.69,2648.47,0.0,31.39,588549.41
Bulk Carrier,63638.77,13738.47,13.8,1463.64,39.05,5,12.3,Methanol,183.36,246.3,0.0,2.92,54734.17
Container,50841.87,23117.67,20.76,4823.18,36.19,5,12.02,Ammonia,569.9,0.0,0.0,10.6,265005.09
Tanker,87776.9,34534.93,16.39,1546.42,60.54,5,13.47,HFO,493.87,1536.67,39.71,99.27,168756.03
Bulk Carrier,48479.2,24622.26,11.81,4885.79,85.15,2,13.62,Hydrogen,1610.9,0.0,0.0,0.0,6765795.8
Container,73770.56,37459.33,22.35,1503.63,40.11,5,11.44,Ammonia,254.27,0.0,0.0,4.73,118234.7
Bulk Carrier,48782.11,14949.21,12.92,6768.36,69.82,3,13.67,HFO,1218.07,3790.01,97.93,244.83,416215.05
Bulk Carrier,57036.47,11997.43,13.6,7239.79,93.59,5,15.04,LNG,1193.66,3254.47,0.0,58.01,609125.51
Container,115497.97,53827.8,16.5,5105.29,67.33,3,13.33,LNG,2323.12,6333.89,0.0,112.9,1185487.7
Tanker,135324.39,23648.16,15.58,1568.91,79.68,4,13.98,Methanol,452.42,607.72,0.0,7.2,135048.5
Tanker,117065.95,15962.41,15.25,11533.11,91.51,5,15.28,Hydrogen,2314.48,0.0,0.0,0.0,9720827.44
Bulk Carrier,31784.77,13910.12,14.37,11532.77,33.2,3,11.27,Ammonia,1026.53,0.0,0.0,19.09,477338.42
Container,53330.71,29271.48,18.94,7093.9,93.06,4,14.8,HFO,2231.45,6943.1,179.41,448.52,762484.85
Tanker,87306.17,42560.32,13.41,3507.78,46.12,3,12.17,Hydrogen,1189.22,0.0,0.0,0.0,4994721.96
Bulk Carrier,66124.76,13995.88,13.54,6772.14,54.95,3,12.29,Methanol,1055.24,1417.46,0.0,16.8,314990.58
Tanker,108368.25,43457.63,15.14,1455.7,51.26,5,13.09,Ammonia,552.2,0.0,0.0,10.27,256774.21
Tanker,93333.21,25788.13,15.45,3573.92,55.03,5,12.69,VLSFO,910.98,2711.63,18.68,168.08,448203.7
Tanker,162986.53,36117.49,13.36,7206.72,31.54,3,11.78,VLSFO,1769.81,5268.02,36.28,326.53,870746.62
Bulk Carrier,69349.8,24331.09,11.91,4840.47,41.79,5,12.11,HFO,1204.03,3746.31,96.8,242.01,411415.99
Container,111047.32,46832.74,19.12,1566.54,81.39,7,13.71,Ammonia,813.04,0.0,0.0,15.12,378065.21
Tanker,142368.82,28139.76,12.06,5229.39,49.77,2,12.3,Methanol,1622.83,2179.87,0.0,25.84,484415.61
Tanker,132792.49,31247.81,14.68,11243.77,44.64,8,12.29,VLSFO,3544.35,10550.11,72.66,653.93,1743819.94
Container,67163.78,52455.26,16.3,3446.89,54.44,5,12.46,Ammonia,1518.77,0.0,0.0,28.25,706226.25
Bulk Carrier,33236.87,15462.93,12.2,5114.77,55.77,4,12.66,Methanol,1027.24,1379.84,0.0,16.35,306631.64
Bulk Carrier,71702.85,9612.98,12.54,4934.33,79.57,8,14.57,HFO,768.03,2389.71,61.75,154.37,262435.99
Container,91557.1,20150.45,22.22,1458.79,69.54,5,13.92,VLSFO,219.99,654.83,4.51,40.59,108235.99
Bulk Carrier,71461.77,9636.11,11.55,6886.63,98.59,1,15.08,HFO,1062.56,3306.12,85.43,213.57,363075.72
Tanker,176842.62,35784.13,13.43,3555.8,64.07,2,13.26,Methanol,1529.33,2054.28,0.0,24.35,456506.37
Bulk Carrier,72472.47,11607.81,11.49,5080.1,36.71,4,11.86,Methanol,583.8,784.19,0.0,9.29,174263.63
Bulk Carrier,70079.43,14371.4,12.84,3517.23,51.33,4,12.83,HFO,509.27,1584.57,40.95,102.36,174016.54
Tanker,160778.06,21332.13,13.65,4772.07,30.19,3,11.63,Hydrogen,549.44,0.0,0.0,0.0,2307641.28
Bulk Carrier,81856.53,16475.86,14.74,1446.05,68.96,5,14.05,HFO,291.94,908.37,23.47,58.68,99756.54
Tanker,86847.89,44483.21,12.81,1533.91,79.82,3,14.24,HFO,892.31,2776.41,71.74,179.35,304902.8
Tanker,137667.83,21166.73,15.27,5024.15,65.66,2,12.77,Hydrogen,925.8,0.0,0.0,0.0,3888357.89
Bulk Carrier,84177.85,21105.51,12.81,11042.53,70.4,5,13.73,VLSFO,3259.81,9703.16,66.83,601.44,1603827.33
Container,76539.92,31079.91,18.04,1566.23,98.89,2,14.76,Methanol,603.18,810.23,0.0,9.6,180050.11
Bulk Carrier,70636.23,22439.49,13.13,4812.9,81.55,4,14.25,VLSFO,1444.94,4300.99,29.62,266.59,710908.03
Tanker,97574.21,15089.4,13.51,6700.61,92.96,5,15.09,LNG,1511.69,4121.57,0.0,73.47,771417.61
Container,98405.66,49345.17,14.27,10807.82,48.64,2,12.81,Hydrogen,4170.65,0.0,0.0,0.0,17516738.79
Container,50918.27,43523.4,14.47,3459.66,84.93,2,14.2,HFO,1750.98,5448.14,140.78,351.95,598309.96
Bulk Carrier,90522.8,18544.33,12.14,5140.67,59.24,5,13.05,VLSFO,1210.9,3604.36,24.82,223.41,595761.94
Tanker,131529.31,23075.64,14.71,11113.74,72.38,5,14.13,VLSFO,2958.74,8806.99,60.65,545.89,1455701.09
Tanker,145444.99,38017.45,16.59,1491.26,57.04,1,12.57,HFO,425.57,1324.16,34.22,85.54,145417.75
Container,57252.56,33426.34,22.16,3366.76,91.57,3,14.9,HFO,916.58,2851.91,73.69,184.23,313193.92
Tanker,103446.12,16808.48,12.92,4838.39,35.45,4,11.38,LNG,556.26,1516.62,0.0,27.03,283859.63
Container,135557.82,46128.27,16.3,7306.99,67.19,5,13.03,VLSFO,3386.05,10078.92,69.41,624.73,1665937.79
Tanker,112792.41,33813.3,12.41,11203.97,99.88,4,14.39,LNG,5499.36,14993.78,0.0,267.27,2806321.85
Container,80691.61,38821.51,19.68,10828.93,37.85,2,12.17,Ammonia,1876.13,0.0,0.0,34.9,872399.63
Tanker,96171.2,21064.79,13.05,7307.73,81.25,4,13.87,Methanol,2473.68,3322.77,0.0,39.38,738393.4
Tanker,126641.09,15201.98,12.34,10458.14,68.6,1,13.32,LNG,1647.23,4491.11,0.0,80.06,840581.55
Container,131764.95,23597.52,22.66,6741.75,49.79,4,12.34,Methanol,949.42,1275.31,0.0,15.11,283403.1
Tanker,191758.86,40269.73,16.2,3485.86,41.61,4,11.94,Ammonia,904.75,0.0,0.0,16.83,420709.58
Container,114775.05,24861.05,22.26,3406.15,90.74,5,13.97,HFO,792.72,2466.55,63.74,159.34,270873.96
Bulk Carrier,54805.84,15240.25,14.51,4847.18,33.85,6,11.77,Ammonia,502.67,0.0,0.0,9.35,233742.67
Container,93747.87,57388.57,16.32,10871.61,97.87,4,15.08,Hydrogen,7615.44,0.0,0.0,0.0,31984848.4
Bulk Carrier,99892.15,8765.52,13.68,1546.5,46.64,2,12.46,HFO,120.88,376.12,9.72,24.3,41305.7
Bulk Carrier,60449.99,19782.08,14.9,7023.37,90.25,2,15.05,LNG,1495.79,4078.2,0.0,72.7,763299.52
Bulk Carrier,62597.49,19846.53,11.68,11146.93,78.89,3,13.64,Methanol,3690.31,4957.0,0.0,58.75,1101556.34
Container,57624.03,52544.75,15.78,1528.45,76.46,4,13.49,VLSFO,869.51,2588.19,17.82,160.42,427799.87
Bulk Carrier,52342.44,16472.75,12.6,3547.92,36.68,3,12.2,Hydrogen,451.19,0.0,0.0,0.0,1895015.33
Container,122896.44,39868.06,22.3,3423.16,52.27,3,12.06,Hydrogen,694.25,0.0,0.0,0.0,2915844.68
Container,106639.42,55887.48,16.01,1442.94,97.38,6,15.26,Ammonia,1046.4,0.0,0.0,19.46,486576.27
Container,96149.24,29393.81,17.59,10484.51,30.14,3,11.11,LNG,1221.73,3331.01,0.0,59.38,623450.74
Bulk Carrier,56742.41,12896.51,12.73,10487.72,81.55,4,14.71,LNG,1854.86,5057.19,0.0,90.15,946533.74
Container,91132.59,52937.3,23.38,5196.39,64.93,5,13.45,Methanol,2103.24,2825.17,0.0,33.48,627815.67
Container,55266.18,52515.84,22.29,3480.13,64.3,3,13.8,Methanol,1396.35,1875.65,0.0,22.23,416810.15
Tanker,161111.48,18106.72,15.13,4986.9,65.71,1,13.25,Hydrogen,726.11,0.0,0.0,0.0,3049641.46
Tanker,166948.57,39336.0,16.85,3415.55,45.59,1,11.86,VLSFO,873.89,2601.22,17.91,161.23,429953.76
Bulk Carrier,44322.99,18887.23,14.96,4779.93,45.29,5,11.65,VLSFO,737.15,2194.21,15.11,136.0,362679.35
Bulk Carrier,90859.5,9727.88,12.81,4770.82,97.28,4,14.42,LNG,674.81,1839.84,0.0,32.8,344355.26
Tanker,91086.38,37975.65,12.26,6683.04,66.68,4,13.98,Hydrogen,3127.3,0.0,0.0,0.0,13134661.62
Container,139513.41,48584.3,21.38,6710.79,67.71,5,13.52,Methanol,2775.05,3727.58,0.0,44.18,828351.05
Tanker,186117.58,37340.37,15.31,3561.84,74.22,6,13.63,LNG,1399.06,3814.48,0.0,67.99,713940.62
Bulk Carrier,72222.17,16584.33,14.4,1431.72,69.71,2,14.08,HFO,241.11,750.21,19.39,48.46,82387.07
Bulk Carrier,39539.09,14101.25,15.3,3512.63,46.32,4,12.81,Hydrogen,371.97,0.0,0.0,0.0,1562259.38
Bulk Carrier,95418.52,18597.25,13.62,1522.15,59.77,4,13.16,Hydrogen,294.5,0.0,0.0,0.0,1236889.97
Tanker,165759.21,25954.01,15.58,1432.16,99.48,7,15.59,VLSFO,614.72,1829.77,12.6,113.42,302441.34
Bulk Carrier,99148.98,10698.74,13.62,11402.64,70.63,4,13.28,Ammonia,1392.72,0.0,0.0,25.9,647615.49
Container,101467.13,44546.05,17.82,4909.61,92.82,1,14.21,Hydrogen,2089.56,0.0,0.0,0.0,8776166.82
Tanker,197944.83,30701.14,13.27,10513.12,56.37,5,12.52,VLSFO,3483.45,10368.84,71.41,642.7,1713857.3
Container,61133.42,29315.99,15.7,10949.15,61.58,4,12.68,Ammonia,3035.43,0.0,0.0,56.46,1411475.98
Container,73830.31,39322.95,23.24,3552.69,89.52,2,13.84,LNG,879.85,2398.88,0.0,42.76,448988.11
Container,138242.13,50254.7,18.5,5231.8,59.14,4,12.89,HFO,2072.42,6448.29,166.62,416.56,708145.51
Tanker,196328.57,26076.57,12.77,1510.23,44.53,7,12.11,Methanol,494.32,664.0,0.0,7.87,147555.81
